year,match_index,date,time,kickoff_utc,stage,competition_phase,group_code,group_matchday,home_team,away_team,home_country_code,away_country_code,home_is_host,away_is_host,home_confederation,away_confederation,home_continent,away_continent,same_confederation,same_continent,score_regular_home,score_regular_away,score_regular,result_regular,is_draw_regular,went_extra_time,went_penalties,score_extra_time,score_penalties,ground,source,home_rest_days,home_matches_played_prior,home_group_points_prior,home_group_goal_diff_prior,away_rest_days,away_matches_played_prior,away_group_points_prior,away_group_goal_diff_prior,rest_days_diff
2002,1,2002-05-31,,,group_stage,group,A,1,France,Senegal,FRA,SEN,N,N,UEFA,CAF,Europe,Africa,N,N,0,1,0-1,away,N,N,N,,,"Seoul World Cup Stadium, Seoul",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,2,2002-06-01,,,group_stage,group,A,1,Uruguay,Denmark,URU,DEN,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,2,1-2,away,N,N,N,,,"Munsu Cup Stadium, Ulsan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,3,2002-06-06,,,group_stage,group,A,2,France,Uruguay,FRA,URU,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,0,0-0,draw,Y,N,N,,,"Asiad Main Stadium, Busan",openfootball/worldcup.json,,1,0,-1,,1,0,-1,
2002,4,2002-06-06,,,group_stage,group,A,2,Denmark,Senegal,DEN,SEN,N,N,UEFA,CAF,Europe,Africa,N,N,1,1,1-1,draw,Y,N,N,,,"Daegu World Cup Stadium, Daegu",openfootball/worldcup.json,,1,3,1,,1,3,1,
2002,5,2002-06-11,,,group_stage,group,A,3,Denmark,France,DEN,FRA,N,N,UEFA,UEFA,Europe,Europe,Y,Y,2,0,2-0,home,N,N,N,,,"Incheon Munhak Stadium, Incheon",openfootball/worldcup.json,,2,4,1,,2,1,-1,
2002,6,2002-06-11,,,group_stage,group,A,3,Senegal,Uruguay,SEN,URU,N,N,CAF,CONMEBOL,Africa,South America,N,N,3,3,3-3,draw,Y,N,N,,,"Suwon World Cup Stadium, Suwon",openfootball/worldcup.json,,2,4,1,,2,1,-1,
2002,7,2002-06-02,,,group_stage,group,B,1,Paraguay,South Africa,PAR,RSA,N,N,CONMEBOL,CAF,South America,Africa,N,N,2,2,2-2,draw,Y,N,N,,,"Asiad Main Stadium, Busan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,8,2002-06-02,,,group_stage,group,B,1,Spain,Slovenia,ESP,SVN,N,N,UEFA,UEFA,Europe,Europe,Y,Y,3,1,3-1,home,N,N,N,,,"Gwangju World Cup Stadium, Gwangju",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,9,2002-06-07,,,group_stage,group,B,2,Spain,Paraguay,ESP,PAR,N,N,UEFA,CONMEBOL,Europe,South America,N,N,3,1,3-1,home,N,N,N,,,"Jeonju World Cup Stadium, Jeonju",openfootball/worldcup.json,,1,3,2,,1,1,0,
2002,10,2002-06-08,,,group_stage,group,B,2,South Africa,Slovenia,RSA,SVN,N,N,CAF,UEFA,Africa,Europe,N,N,1,0,1-0,home,N,N,N,,,"Daegu World Cup Stadium, Daegu",openfootball/worldcup.json,,1,1,0,,1,0,-2,
2002,11,2002-06-12,,,group_stage,group,B,3,South Africa,Spain,RSA,ESP,N,N,CAF,UEFA,Africa,Europe,N,N,2,3,2-3,away,N,N,N,,,"Daejeon World Cup Stadium, Daejeon",openfootball/worldcup.json,,2,4,1,,2,6,4,
2002,12,2002-06-12,,,group_stage,group,B,3,Slovenia,Paraguay,SVN,PAR,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,3,1-3,away,N,N,N,,,"Jeju World Cup Stadium, Jeju",openfootball/worldcup.json,,2,0,-3,,2,1,-2,
2002,13,2002-06-03,,,group_stage,group,C,1,Brazil,Turkey,BRA,TUR,N,N,CONMEBOL,UEFA,South America,Europe,N,N,2,1,2-1,home,N,N,N,,,"Munsu Cup Stadium, Ulsan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,14,2002-06-04,,,group_stage,group,C,1,China,Costa Rica,CHN,CRC,N,N,AFC,CONCACAF,Asia,North America,N,N,0,2,0-2,away,N,N,N,,,"Gwangju World Cup Stadium, Gwangju",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,15,2002-06-08,,,group_stage,group,C,2,Brazil,China,BRA,CHN,N,N,CONMEBOL,AFC,South America,Asia,N,N,4,0,4-0,home,N,N,N,,,"Jeju World Cup Stadium, Jeju",openfootball/worldcup.json,,1,3,1,,1,0,-2,
2002,16,2002-06-09,,,group_stage,group,C,2,Costa Rica,Turkey,CRC,TUR,N,N,CONCACAF,UEFA,North America,Europe,N,N,1,1,1-1,draw,Y,N,N,,,"Incheon Munhak Stadium, Incheon",openfootball/worldcup.json,,1,3,2,,1,0,-1,
2002,17,2002-06-13,,,group_stage,group,C,3,Costa Rica,Brazil,CRC,BRA,N,N,CONCACAF,CONMEBOL,North America,South America,N,N,2,5,2-5,away,N,N,N,,,"Suwon World Cup Stadium, Suwon",openfootball/worldcup.json,,2,4,2,,2,6,5,
2002,18,2002-06-13,,,group_stage,group,C,3,Turkey,China,TUR,CHN,N,N,UEFA,AFC,Europe,Asia,N,N,3,0,3-0,home,N,N,N,,,"Seoul World Cup Stadium, Seoul",openfootball/worldcup.json,,2,1,-1,,2,0,-6,
2002,19,2002-06-04,,,group_stage,group,D,1,South Korea,Poland,KOR,POL,Y,N,AFC,UEFA,Asia,Europe,N,N,2,0,2-0,home,N,N,N,,,"Asiad Main Stadium, Busan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,20,2002-06-05,,,group_stage,group,D,1,USA,Portugal,USA,POR,N,N,CONCACAF,UEFA,North America,Europe,N,N,3,2,3-2,home,N,N,N,,,"Suwon World Cup Stadium, Suwon",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,21,2002-06-10,,,group_stage,group,D,2,South Korea,USA,KOR,USA,Y,N,AFC,CONCACAF,Asia,North America,N,N,1,1,1-1,draw,Y,N,N,,,"Daegu World Cup Stadium, Daegu",openfootball/worldcup.json,,1,3,2,,1,3,1,
2002,22,2002-06-10,,,group_stage,group,D,2,Portugal,Poland,POR,POL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,4,0,4-0,home,N,N,N,,,"Jeonju World Cup Stadium, Jeonju",openfootball/worldcup.json,,1,0,-1,,1,0,-2,
2002,23,2002-06-14,,,group_stage,group,D,3,Portugal,South Korea,POR,KOR,N,Y,UEFA,AFC,Europe,Asia,N,N,0,1,0-1,away,N,N,N,,,"Incheon Munhak Stadium, Incheon",openfootball/worldcup.json,,2,3,3,,2,4,2,
2002,24,2002-06-14,,,group_stage,group,D,3,Poland,USA,POL,USA,N,N,UEFA,CONCACAF,Europe,North America,N,N,3,1,3-1,home,N,N,N,,,"Daejeon World Cup Stadium, Daejeon",openfootball/worldcup.json,,2,0,-6,,2,4,1,
2002,25,2002-06-01,,,group_stage,group,E,1,Ireland,Cameroon,IRL,CMR,N,N,UEFA,CAF,Europe,Africa,N,N,1,1,1-1,draw,Y,N,N,,,"Niigata Stadium, Niigata",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,26,2002-06-01,,,group_stage,group,E,1,Germany,Saudi Arabia,GER,KSA,N,N,UEFA,AFC,Europe,Asia,N,N,8,0,8-0,home,N,N,N,,,"Sapporo Dome, Sapporo",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,27,2002-06-05,,,group_stage,group,E,2,Germany,Ireland,GER,IRL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,N,N,,,"Kashima Soccer Stadium, Ibaraki",openfootball/worldcup.json,,1,3,8,,1,1,0,
2002,28,2002-06-06,,,group_stage,group,E,2,Cameroon,Saudi Arabia,CMR,KSA,N,N,CAF,AFC,Africa,Asia,N,N,1,0,1-0,home,N,N,N,,,"Saitama Stadium, Saitama",openfootball/worldcup.json,,1,1,0,,1,0,-8,
2002,29,2002-06-11,,,group_stage,group,E,3,Cameroon,Germany,CMR,GER,N,N,CAF,UEFA,Africa,Europe,N,N,0,2,0-2,away,N,N,N,,,"Shizuoka Stadium, Shizuoka",openfootball/worldcup.json,,2,4,1,,2,4,8,
2002,30,2002-06-11,,,group_stage,group,E,3,Saudi Arabia,Ireland,KSA,IRL,N,N,AFC,UEFA,Asia,Europe,N,N,0,3,0-3,away,N,N,N,,,"International Stadium Yokohama, Yokohama",openfootball/worldcup.json,,2,0,-9,,2,2,0,
2002,31,2002-06-02,,,group_stage,group,F,1,England,Sweden,ENG,SWE,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,N,N,,,"Saitama Stadium, Saitama",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,32,2002-06-02,,,group_stage,group,F,1,Argentina,Nigeria,ARG,NGA,N,N,CONMEBOL,CAF,South America,Africa,N,N,1,0,1-0,home,N,N,N,,,"Kashima Soccer Stadium, Ibaraki",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,33,2002-06-07,,,group_stage,group,F,2,Sweden,Nigeria,SWE,NGA,N,N,UEFA,CAF,Europe,Africa,N,N,2,1,2-1,home,N,N,N,,,"Kobe Wing Stadium, Kobe",openfootball/worldcup.json,,1,1,0,,1,0,-1,
2002,34,2002-06-07,,,group_stage,group,F,2,Argentina,England,ARG,ENG,N,N,CONMEBOL,UEFA,South America,Europe,N,N,0,1,0-1,away,N,N,N,,,"Sapporo Dome, Sapporo",openfootball/worldcup.json,,1,3,1,,1,1,0,
2002,35,2002-06-12,,,group_stage,group,F,3,Sweden,Argentina,SWE,ARG,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,1,1-1,draw,Y,N,N,,,"Miyagi Stadium, Miyagi",openfootball/worldcup.json,,2,4,1,,2,3,0,
2002,36,2002-06-12,,,group_stage,group,F,3,Nigeria,England,NGA,ENG,N,N,CAF,UEFA,Africa,Europe,N,N,0,0,0-0,draw,Y,N,N,,,"Nagai Stadium, Osaka",openfootball/worldcup.json,,2,0,-2,,2,4,1,
2002,37,2002-06-03,,,group_stage,group,G,1,Croatia,Mexico,CRO,MEX,N,N,UEFA,CONCACAF,Europe,North America,N,N,0,1,0-1,away,N,N,N,,,"Niigata Stadium, Niigata",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,38,2002-06-03,,,group_stage,group,G,1,Italy,Ecuador,ITA,ECU,N,N,UEFA,CONMEBOL,Europe,South America,N,N,2,0,2-0,home,N,N,N,,,"Sapporo Dome, Sapporo",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,39,2002-06-08,,,group_stage,group,G,2,Italy,Croatia,ITA,CRO,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,2,1-2,away,N,N,N,,,"Kashima Soccer Stadium, Ibaraki",openfootball/worldcup.json,,1,3,2,,1,0,-1,
2002,40,2002-06-09,,,group_stage,group,G,2,Mexico,Ecuador,MEX,ECU,N,N,CONCACAF,CONMEBOL,North America,South America,N,N,2,1,2-1,home,N,N,N,,,"Miyagi Stadium, Miyagi",openfootball/worldcup.json,,1,3,1,,1,0,-2,
2002,41,2002-06-13,,,group_stage,group,G,3,Mexico,Italy,MEX,ITA,N,N,CONCACAF,UEFA,North America,Europe,N,N,1,1,1-1,draw,Y,N,N,,,"Ōita Stadium, Ōita",openfootball/worldcup.json,,2,6,2,,2,3,1,
2002,42,2002-06-13,,,group_stage,group,G,3,Ecuador,Croatia,ECU,CRO,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,0,1-0,home,N,N,N,,,"International Stadium Yokohama, Yokohama",openfootball/worldcup.json,,2,0,-3,,2,3,0,
2002,43,2002-06-04,,,group_stage,group,H,1,Japan,Belgium,JPN,BEL,Y,N,AFC,UEFA,Asia,Europe,N,N,2,2,2-2,draw,Y,N,N,,,"Saitama Stadium, Saitama",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,44,2002-06-05,,,group_stage,group,H,1,Russia,Tunisia,RUS,TUN,N,N,UEFA,CAF,Europe,Africa,N,N,2,0,2-0,home,N,N,N,,,"Kobe Wing Stadium, Kobe",openfootball/worldcup.json,,0,0,0,,0,0,0,
2002,45,2002-06-09,,,group_stage,group,H,2,Japan,Russia,JPN,RUS,Y,N,AFC,UEFA,Asia,Europe,N,N,1,0,1-0,home,N,N,N,,,"International Stadium Yokohama, Yokohama",openfootball/worldcup.json,,1,1,0,,1,3,2,
2002,46,2002-06-10,,,group_stage,group,H,2,Tunisia,Belgium,TUN,BEL,N,N,CAF,UEFA,Africa,Europe,N,N,1,1,1-1,draw,Y,N,N,,,"Ōita Stadium, Ōita",openfootball/worldcup.json,,1,0,-2,,1,1,0,
2002,47,2002-06-14,,,group_stage,group,H,3,Tunisia,Japan,TUN,JPN,N,Y,CAF,AFC,Africa,Asia,N,N,0,2,0-2,away,N,N,N,,,"Nagai Stadium, Osaka",openfootball/worldcup.json,,2,1,-2,,2,4,1,
2002,48,2002-06-14,,,group_stage,group,H,3,Belgium,Russia,BEL,RUS,N,N,UEFA,UEFA,Europe,Europe,Y,Y,3,2,3-2,home,N,N,N,,,"Shizuoka Stadium, Shizuoka",openfootball/worldcup.json,,2,2,0,,2,3,1,
2002,49,2002-06-15,,,round_of_16,knockout,,,Germany,Paraguay,GER,PAR,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,0,1-0,home,N,N,N,,,"Jeju World Cup Stadium, Jeju",openfootball/worldcup.json,,3,,,,3,,,
2002,50,2002-06-15,,,round_of_16,knockout,,,Denmark,England,DEN,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,3,0-3,away,N,N,N,,,"Niigata Stadium, Niigata",openfootball/worldcup.json,,3,,,,3,,,
2002,51,2002-06-16,,,round_of_16,knockout,,,Sweden,Senegal,SWE,SEN,N,N,UEFA,CAF,Europe,Africa,N,N,1,1,1-1,draw,Y,Y,N,1-2,,"Ōita Stadium, Ōita",openfootball/worldcup.json,,3,,,,3,,,
2002,52,2002-06-16,,,round_of_16,knockout,,,Spain,Ireland,ESP,IRL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,Y,Y,1-1,3-2,"Suwon World Cup Stadium, Suwon",openfootball/worldcup.json,,3,,,,3,,,
2002,53,2002-06-17,,,round_of_16,knockout,,,Mexico,USA,MEX,USA,N,N,CONCACAF,CONCACAF,North America,North America,Y,Y,0,2,0-2,away,N,N,N,,,"Jeonju World Cup Stadium, Jeonju",openfootball/worldcup.json,,3,,,,3,,,
2002,54,2002-06-17,,,round_of_16,knockout,,,Brazil,Belgium,BRA,BEL,N,N,CONMEBOL,UEFA,South America,Europe,N,N,2,0,2-0,home,N,N,N,,,"Kobe Wing Stadium, Kobe",openfootball/worldcup.json,,3,,,,3,,,
2002,55,2002-06-18,,,round_of_16,knockout,,,Japan,Turkey,JPN,TUR,Y,N,AFC,UEFA,Asia,Europe,N,N,0,1,0-1,away,N,N,N,,,"Miyagi Stadium, Miyagi",openfootball/worldcup.json,,3,,,,3,,,
2002,56,2002-06-18,,,round_of_16,knockout,,,South Korea,Italy,KOR,ITA,Y,N,AFC,UEFA,Asia,Europe,N,N,1,1,1-1,draw,Y,Y,N,2-1,,"Daejeon World Cup Stadium, Daejeon",openfootball/worldcup.json,,3,,,,3,,,
2002,57,2002-06-21,,,quarter_final,knockout,,,England,Brazil,ENG,BRA,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,2,1-2,away,N,N,N,,,"Shizuoka Stadium, Shizuoka",openfootball/worldcup.json,,4,,,,4,,,
2002,58,2002-06-21,,,quarter_final,knockout,,,Germany,USA,GER,USA,N,N,UEFA,CONCACAF,Europe,North America,N,N,1,0,1-0,home,N,N,N,,,"Munsu Cup Stadium, Ulsan",openfootball/worldcup.json,,4,,,,4,,,
2002,59,2002-06-22,,,quarter_final,knockout,,,Spain,South Korea,ESP,KOR,N,Y,UEFA,AFC,Europe,Asia,N,N,0,0,0-0,draw,Y,Y,Y,0-0,3-5,"Gwangju World Cup Stadium, Gwangju",openfootball/worldcup.json,,4,,,,4,,,
2002,60,2002-06-22,,,quarter_final,knockout,,,Senegal,Turkey,SEN,TUR,N,N,CAF,UEFA,Africa,Europe,N,N,0,0,0-0,draw,Y,Y,N,0-1,,"Nagai Stadium, Osaka",openfootball/worldcup.json,,4,,,,4,,,
2002,61,2002-06-25,,,semi_final,knockout,,,Germany,South Korea,GER,KOR,N,Y,UEFA,AFC,Europe,Asia,N,N,1,0,1-0,home,N,N,N,,,"Seoul World Cup Stadium, Seoul",openfootball/worldcup.json,,5,,,,5,,,
2002,62,2002-06-26,,,semi_final,knockout,,,Brazil,Turkey,BRA,TUR,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,0,1-0,home,N,N,N,,,"Saitama Stadium, Saitama",openfootball/worldcup.json,,5,,,,5,,,
2002,63,2002-06-29,,,knockout_other,knockout,,,South Korea,Turkey,KOR,TUR,Y,N,AFC,UEFA,Asia,Europe,N,N,2,3,2-3,away,N,N,N,,,"Daegu World Cup Stadium, Daegu",openfootball/worldcup.json,,6,,,,6,,,
2002,64,2002-06-30,,,final,knockout,,,Germany,Brazil,GER,BRA,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,2,0-2,away,N,N,N,,,"International Stadium Yokohama, Yokohama",openfootball/worldcup.json,,6,,,,6,,,
2006,1,2006-06-09,,,group_stage,group,A,1,Germany,Costa Rica,GER,CRC,Y,N,UEFA,CONCACAF,Europe,North America,N,N,4,2,4-2,home,N,N,N,,,"Allianz Arena, München",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,2,2006-06-09,,,group_stage,group,A,1,Poland,Ecuador,POL,ECU,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,2,0-2,away,N,N,N,,,"Veltins-Arena, Gelsenkirchen",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,3,2006-06-14,,,group_stage,group,A,2,Germany,Poland,GER,POL,Y,N,UEFA,UEFA,Europe,Europe,Y,Y,1,0,1-0,home,N,N,N,,,"Signal Iduna Park, Dortmund",openfootball/worldcup.json,,1,3,2,,1,0,-2,
2006,4,2006-06-15,,,group_stage,group,A,2,Ecuador,Costa Rica,ECU,CRC,N,N,CONMEBOL,CONCACAF,South America,North America,N,N,3,0,3-0,home,N,N,N,,,"AOL Arena, Hamburg",openfootball/worldcup.json,,1,3,2,,1,0,-2,
2006,5,2006-06-20,,,group_stage,group,A,3,Ecuador,Germany,ECU,GER,N,Y,CONMEBOL,UEFA,South America,Europe,N,N,0,3,0-3,away,N,N,N,,,"Olympiastadion, Berlin",openfootball/worldcup.json,,2,6,5,,2,6,3,
2006,6,2006-06-20,,,group_stage,group,A,3,Costa Rica,Poland,CRC,POL,N,N,CONCACAF,UEFA,North America,Europe,N,N,1,2,1-2,away,N,N,N,,,"AWD-Arena, Hannover",openfootball/worldcup.json,,2,0,-5,,2,0,-3,
2006,7,2006-06-10,,,group_stage,group,B,1,England,Paraguay,ENG,PAR,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,0,1-0,home,N,N,N,,,"Commerzbank-Arena, Frankfurt",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,8,2006-06-10,,,group_stage,group,B,1,Trinidad and Tobago,Sweden,TRI,SWE,N,N,CONCACAF,UEFA,North America,Europe,N,N,0,0,0-0,draw,Y,N,N,,,"Signal Iduna Park, Dortmund",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,9,2006-06-15,,,group_stage,group,B,2,England,Trinidad and Tobago,ENG,TRI,N,N,UEFA,CONCACAF,Europe,North America,N,N,2,0,2-0,home,N,N,N,,,"Frankenstadion, Nürnberg",openfootball/worldcup.json,,1,3,1,,1,1,0,
2006,10,2006-06-15,,,group_stage,group,B,2,Sweden,Paraguay,SWE,PAR,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,0,1-0,home,N,N,N,,,"Olympiastadion, Berlin",openfootball/worldcup.json,,1,1,0,,1,0,-1,
2006,11,2006-06-20,,,group_stage,group,B,3,Sweden,England,SWE,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,2,2,2-2,draw,Y,N,N,,,"RheinEnergieStadion, Köln",openfootball/worldcup.json,,2,4,1,,2,6,3,
2006,12,2006-06-20,,,group_stage,group,B,3,Paraguay,Trinidad and Tobago,PAR,TRI,N,N,CONMEBOL,CONCACAF,South America,North America,N,N,2,0,2-0,home,N,N,N,,,"Fritz-Walter-Stadion, Kaiserslautern",openfootball/worldcup.json,,2,0,-2,,2,1,-2,
2006,13,2006-06-10,,,group_stage,group,C,1,Argentina,Côte d'Ivoire,ARG,CIV,N,N,CONMEBOL,CAF,South America,Africa,N,N,2,1,2-1,home,N,N,N,,,"AOL Arena, Hamburg",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,14,2006-06-11,,,group_stage,group,C,1,Serbia and Montenegro,Netherlands,SCG,NED,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,1,0-1,away,N,N,N,,,"Zentralstadion, Leipzig",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,15,2006-06-16,,,group_stage,group,C,2,Argentina,Serbia and Montenegro,ARG,SCG,N,N,CONMEBOL,UEFA,South America,Europe,N,N,6,0,6-0,home,N,N,N,,,"Veltins-Arena, Gelsenkirchen",openfootball/worldcup.json,,1,3,1,,1,0,-1,
2006,16,2006-06-16,,,group_stage,group,C,2,Netherlands,Côte d'Ivoire,NED,CIV,N,N,UEFA,CAF,Europe,Africa,N,N,2,1,2-1,home,N,N,N,,,"Gottlieb-Daimler-Stadion, Stuttgart",openfootball/worldcup.json,,1,3,1,,1,0,-1,
2006,17,2006-06-21,,,group_stage,group,C,3,Netherlands,Argentina,NED,ARG,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,0,0-0,draw,Y,N,N,,,"Commerzbank-Arena, Frankfurt",openfootball/worldcup.json,,2,6,2,,2,6,7,
2006,18,2006-06-21,,,group_stage,group,C,3,Côte d'Ivoire,Serbia and Montenegro,CIV,SCG,N,N,CAF,UEFA,Africa,Europe,N,N,3,2,3-2,home,N,N,N,,,"Allianz Arena, München",openfootball/worldcup.json,,2,0,-2,,2,0,-7,
2006,19,2006-06-11,,,group_stage,group,D,1,Mexico,Iran,MEX,IRN,N,N,CONCACAF,AFC,North America,Asia,N,N,3,1,3-1,home,N,N,N,,,"Frankenstadion, Nürnberg",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,20,2006-06-11,,,group_stage,group,D,1,Angola,Portugal,ANG,POR,N,N,CAF,UEFA,Africa,Europe,N,N,0,1,0-1,away,N,N,N,,,"RheinEnergieStadion, Köln",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,21,2006-06-16,,,group_stage,group,D,2,Mexico,Angola,MEX,ANG,N,N,CONCACAF,CAF,North America,Africa,N,N,0,0,0-0,draw,Y,N,N,,,"AWD-Arena, Hannover",openfootball/worldcup.json,,1,3,2,,1,0,-1,
2006,22,2006-06-17,,,group_stage,group,D,2,Portugal,Iran,POR,IRN,N,N,UEFA,AFC,Europe,Asia,N,N,2,0,2-0,home,N,N,N,,,"Commerzbank-Arena, Frankfurt",openfootball/worldcup.json,,1,3,1,,1,0,-2,
2006,23,2006-06-21,,,group_stage,group,D,3,Portugal,Mexico,POR,MEX,N,N,UEFA,CONCACAF,Europe,North America,N,N,2,1,2-1,home,N,N,N,,,"Veltins-Arena, Gelsenkirchen",openfootball/worldcup.json,,2,6,3,,2,4,2,
2006,24,2006-06-21,,,group_stage,group,D,3,Iran,Angola,IRN,ANG,N,N,AFC,CAF,Asia,Africa,N,N,1,1,1-1,draw,Y,N,N,,,"Zentralstadion, Leipzig",openfootball/worldcup.json,,2,0,-4,,2,1,-1,
2006,25,2006-06-12,,,group_stage,group,E,1,Italy,Ghana,ITA,GHA,N,N,UEFA,CAF,Europe,Africa,N,N,2,0,2-0,home,N,N,N,,,"AWD-Arena, Hannover",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,26,2006-06-12,,,group_stage,group,E,1,USA,Czech Republic,USA,CZE,N,N,CONCACAF,UEFA,North America,Europe,N,N,0,3,0-3,away,N,N,N,,,"Veltins-Arena, Gelsenkirchen",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,27,2006-06-17,,,group_stage,group,E,2,Italy,USA,ITA,USA,N,N,UEFA,CONCACAF,Europe,North America,N,N,1,1,1-1,draw,Y,N,N,,,"Fritz-Walter-Stadion, Kaiserslautern",openfootball/worldcup.json,,1,3,2,,1,0,-3,
2006,28,2006-06-17,,,group_stage,group,E,2,Czech Republic,Ghana,CZE,GHA,N,N,UEFA,CAF,Europe,Africa,N,N,0,2,0-2,away,N,N,N,,,"RheinEnergieStadion, Köln",openfootball/worldcup.json,,1,3,3,,1,0,-2,
2006,29,2006-06-22,,,group_stage,group,E,3,Czech Republic,Italy,CZE,ITA,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,2,0-2,away,N,N,N,,,"AOL Arena, Hamburg",openfootball/worldcup.json,,2,3,1,,2,4,2,
2006,30,2006-06-22,,,group_stage,group,E,3,Ghana,USA,GHA,USA,N,N,CAF,CONCACAF,Africa,North America,N,N,2,1,2-1,home,N,N,N,,,"Frankenstadion, Nürnberg",openfootball/worldcup.json,,2,3,0,,2,1,-3,
2006,31,2006-06-13,,,group_stage,group,F,1,Brazil,Croatia,BRA,CRO,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,0,1-0,home,N,N,N,,,"Olympiastadion, Berlin",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,32,2006-06-12,,,group_stage,group,F,1,Australia,Japan,AUS,JPN,N,N,AFC,AFC,Oceania,Asia,Y,N,3,1,3-1,home,N,N,N,,,"Fritz-Walter-Stadion, Kaiserslautern",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,33,2006-06-18,,,group_stage,group,F,2,Brazil,Australia,BRA,AUS,N,N,CONMEBOL,AFC,South America,Oceania,N,N,2,0,2-0,home,N,N,N,,,"Allianz Arena, München",openfootball/worldcup.json,,1,3,1,,1,3,2,
2006,34,2006-06-18,,,group_stage,group,F,2,Japan,Croatia,JPN,CRO,N,N,AFC,UEFA,Asia,Europe,N,N,0,0,0-0,draw,Y,N,N,,,"Frankenstadion, Nürnberg",openfootball/worldcup.json,,1,0,-2,,1,0,-1,
2006,35,2006-06-22,,,group_stage,group,F,3,Japan,Brazil,JPN,BRA,N,N,AFC,CONMEBOL,Asia,South America,N,N,1,4,1-4,away,N,N,N,,,"Signal Iduna Park, Dortmund",openfootball/worldcup.json,,2,1,-2,,2,6,3,
2006,36,2006-06-22,,,group_stage,group,F,3,Croatia,Australia,CRO,AUS,N,N,UEFA,AFC,Europe,Oceania,N,N,2,2,2-2,draw,Y,N,N,,,"Gottlieb-Daimler-Stadion, Stuttgart",openfootball/worldcup.json,,2,1,-1,,2,3,0,
2006,37,2006-06-13,,,group_stage,group,G,1,France,Switzerland,FRA,SUI,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,0,0-0,draw,Y,N,N,,,"Gottlieb-Daimler-Stadion, Stuttgart",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,38,2006-06-13,,,group_stage,group,G,1,South Korea,Togo,KOR,TOG,N,N,AFC,CAF,Asia,Africa,N,N,2,1,2-1,home,N,N,N,,,"Commerzbank-Arena, Frankfurt",openfootball/worldcup.json,,0,0,0,,0,0,0,
2006,39,2006-06-18,,,group_stage,group,G,2,France,South Korea,FRA,KOR,N,N,UEFA,AFC,Europe,Asia,N,N,1,1,1-1,draw,Y,N,N,,,"Zentralstadion, Leipzig",openfootball/worldcup.json,,1,1,0,,1,3,1,
