year,match_index,date,time,kickoff_utc,stage,competition_phase,group_code,group_matchday,home_team,away_team,home_country_code,away_country_code,home_is_host,away_is_host,home_confederation,away_confederation,home_continent,away_continent,same_confederation,same_continent,score_regular_home,score_regular_away,score_regular,result_regular,is_draw_regular,went_extra_time,went_penalties,score_extra_time,score_penalties,ground,source,home_rest_days,home_matches_played_prior,home_group_points_prior,home_group_goal_diff_prior,away_rest_days,away_matches_played_prior,away_group_points_prior,away_group_goal_diff_prior,rest_days_diff
2018,52,2018-07-01,21:00 UTC+3,2018-07-01T18:00:00+00:00,round_of_16,knockout,,,Croatia,Denmark,CRO,DEN,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,Y,Y,1-1,3-2,"Nizhny Novgorod Stadium, Nizhny Novgorod",openfootball/worldcup.json,5.0,3,,,5.17,3,,,-0.17
2018,53,2018-07-02,18:00 UTC+4,2018-07-02T14:00:00+00:00,round_of_16,knockout,,,Brazil,Mexico,BRA,MEX,N,N,CONMEBOL,CONCACAF,South America,North America,N,N,2,0,2-0,home,N,N,N,,,"Samara Arena, Samara",openfootball/worldcup.json,4.83,3,,,5.0,3,,,-0.17
2018,54,2018-07-02,21:00 UTC+3,2018-07-02T18:00:00+00:00,round_of_16,knockout,,,Belgium,Japan,BEL,JPN,N,N,UEFA,AFC,Europe,Asia,N,N,3,2,3-2,home,N,N,N,,,"Rostov Arena, Rostov-on-Don",openfootball/worldcup.json,4.0,3,,,4.17,3,,,-0.17
2018,55,2018-07-03,17:00 UTC+3,2018-07-03T14:00:00+00:00,round_of_16,knockout,,,Sweden,Switzerland,SWE,SUI,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,0,1-0,home,N,N,N,,,"Saint Petersburg Stadium, Saint Petersburg",openfootball/worldcup.json,6.0,3,,,5.83,3,,,0.17
2018,56,2018-07-03,21:00 UTC+3,2018-07-03T18:00:00+00:00,round_of_16,knockout,,,Colombia,England,COL,ENG,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,1,1-1,draw,Y,Y,Y,1-1,3-4,"Spartak Stadium, Moscow",openfootball/worldcup.json,5.17,3,,,5.0,3,,,0.17
2018,57,2018-07-06,17:00 UTC+3,2018-07-06T14:00:00+00:00,quarter_final,knockout,,,Uruguay,France,URU,FRA,N,N,CONMEBOL,UEFA,South America,Europe,N,N,0,2,0-2,away,N,N,N,,,"Nizhny Novgorod Stadium, Nizhny Novgorod",openfootball/worldcup.json,5.83,4,,,6.0,4,,,-0.17
2018,58,2018-07-06,21:00 UTC+3,2018-07-06T18:00:00+00:00,quarter_final,knockout,,,Brazil,Belgium,BRA,BEL,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,2,1-2,away,N,N,N,,,"Kazan Arena, Kazan",openfootball/worldcup.json,4.17,4,,,4.0,4,,,0.17
2018,59,2018-07-07,18:00 UTC+4,2018-07-07T14:00:00+00:00,quarter_final,knockout,,,Sweden,England,SWE,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,2,0-2,away,N,N,N,,,"Samara Arena, Samara",openfootball/worldcup.json,4.0,4,,,3.83,4,,,0.17
2018,60,2018-07-07,21:00 UTC+3,2018-07-07T18:00:00+00:00,quarter_final,knockout,,,Russia,Croatia,RUS,CRO,Y,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,Y,Y,2-2,3-4,"Fisht Stadium, Sochi",openfootball/worldcup.json,6.17,4,,,6.0,4,,,0.17
2018,61,2018-07-10,21:00 UTC+3,2018-07-10T18:00:00+00:00,semi_final,knockout,,,France,Belgium,FRA,BEL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,0,1-0,home,N,N,N,,,"Saint Petersburg Stadium, St. Petersburg",openfootball/worldcup.json,4.17,5,,,4.0,5,,,0.17
2018,62,2018-07-11,21:00 UTC+3,2018-07-11T18:00:00+00:00,semi_final,knockout,,,Croatia,England,CRO,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,Y,N,2-1,,"Luzhniki Stadium, Moscow",openfootball/worldcup.json,4.0,5,,,4.17,5,,,-0.17
2018,63,2018-07-14,17:00 UTC+3,2018-07-14T14:00:00+00:00,third_place,knockout,,,Belgium,England,BEL,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,2,0,2-0,home,N,N,N,,,"Saint Petersburg Stadium, St. Petersburg",openfootball/worldcup.json,3.83,6,,,2.83,6,,,1.0
2018,64,2018-07-15,18:00 UTC+3,2018-07-15T15:00:00+00:00,final,knockout,,,France,Croatia,FRA,CRO,N,N,UEFA,UEFA,Europe,Europe,Y,Y,4,2,4-2,home,N,N,N,,,"Luzhniki Stadium, Moscow",openfootball/worldcup.json,4.88,6,,,3.88,6,,,1.0
2022,1,2022-11-20,19:00,2022-11-20T16:00:00+00:00,group_stage,group,A,1,Qatar,Ecuador,QAT,ECU,Y,N,AFC,CONMEBOL,Asia,South America,N,N,0,2,0-2,away,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,7,2022-11-21,16:00,2022-11-21T13:00:00+00:00,group_stage,group,B,1,England,Iran,ENG,IRN,N,N,UEFA,AFC,Europe,Asia,N,N,6,2,6-2,home,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,2,2022-11-21,19:00,2022-11-21T16:00:00+00:00,group_stage,group,A,1,Senegal,Netherlands,SEN,NED,N,N,CAF,UEFA,Africa,Europe,N,N,0,2,0-2,away,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,8,2022-11-21,22:00,2022-11-21T19:00:00+00:00,group_stage,group,B,1,USA,Wales,USA,WAL,N,N,CONCACAF,UEFA,North America,Europe,N,N,1,1,1-1,draw,Y,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,13,2022-11-22,13:00,2022-11-22T10:00:00+00:00,group_stage,group,C,1,Argentina,Saudi Arabia,ARG,KSA,N,N,CONMEBOL,AFC,South America,Asia,N,N,1,2,1-2,away,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,19,2022-11-22,16:00,2022-11-22T13:00:00+00:00,group_stage,group,D,1,Denmark,Tunisia,DEN,TUN,N,N,UEFA,CAF,Europe,Africa,N,N,0,0,0-0,draw,Y,N,N,,,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,14,2022-11-22,19:00,2022-11-22T16:00:00+00:00,group_stage,group,C,1,Mexico,Poland,MEX,POL,N,N,CONCACAF,UEFA,North America,Europe,N,N,0,0,0-0,draw,Y,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,20,2022-11-22,22:00,2022-11-22T19:00:00+00:00,group_stage,group,D,1,France,Australia,FRA,AUS,N,N,UEFA,AFC,Europe,Oceania,N,N,4,1,4-1,home,N,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,31,2022-11-23,13:00,2022-11-23T10:00:00+00:00,group_stage,group,F,1,Morocco,Croatia,MAR,CRO,N,N,CAF,UEFA,Africa,Europe,N,N,0,0,0-0,draw,Y,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,25,2022-11-23,16:00,2022-11-23T13:00:00+00:00,group_stage,group,E,1,Germany,Japan,GER,JPN,N,N,UEFA,AFC,Europe,Asia,N,N,1,2,1-2,away,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,26,2022-11-23,19:00,2022-11-23T16:00:00+00:00,group_stage,group,E,1,Spain,Costa Rica,ESP,CRC,N,N,UEFA,CONCACAF,Europe,North America,N,N,7,0,7-0,home,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,32,2022-11-23,22:00,2022-11-23T19:00:00+00:00,group_stage,group,F,1,Belgium,Canada,BEL,CAN,N,N,UEFA,CONCACAF,Europe,North America,N,N,1,0,1-0,home,N,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,37,2022-11-24,13:00,2022-11-24T10:00:00+00:00,group_stage,group,G,1,Switzerland,Cameroon,SUI,CMR,N,N,UEFA,CAF,Europe,Africa,N,N,1,0,1-0,home,N,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,43,2022-11-24,16:00,2022-11-24T13:00:00+00:00,group_stage,group,H,1,Uruguay,South Korea,URU,KOR,N,N,CONMEBOL,AFC,South America,Asia,N,N,0,0,0-0,draw,Y,N,N,,,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,44,2022-11-24,19:00,2022-11-24T16:00:00+00:00,group_stage,group,H,1,Portugal,Ghana,POR,GHA,N,N,UEFA,CAF,Europe,Africa,N,N,3,2,3-2,home,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,38,2022-11-24,22:00,2022-11-24T19:00:00+00:00,group_stage,group,G,1,Brazil,Serbia,BRA,SRB,N,N,CONMEBOL,UEFA,South America,Europe,N,N,2,0,2-0,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,,0,0,0,,0,0,0,
2022,9,2022-11-25,13:00,2022-11-25T10:00:00+00:00,group_stage,group,B,2,Wales,Iran,WAL,IRN,N,N,UEFA,AFC,Europe,Asia,N,N,0,2,0-2,away,N,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,3.62,1,1,0,3.88,1,0,-4,-0.26
2022,3,2022-11-25,16:00,2022-11-25T13:00:00+00:00,group_stage,group,A,2,Qatar,Senegal,QAT,SEN,Y,N,AFC,CAF,Asia,Africa,N,N,1,3,1-3,away,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,4.88,1,0,-2,3.88,1,0,-2,1.0
2022,4,2022-11-25,19:00,2022-11-25T16:00:00+00:00,group_stage,group,A,2,Netherlands,Ecuador,NED,ECU,N,N,UEFA,CONMEBOL,Europe,South America,N,N,1,1,1-1,draw,Y,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,4.0,1,3,2,5.0,1,3,2,-1.0
2022,10,2022-11-25,22:00,2022-11-25T19:00:00+00:00,group_stage,group,B,2,England,USA,ENG,USA,N,N,UEFA,CONCACAF,Europe,North America,N,N,0,0,0-0,draw,Y,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,4.25,1,3,4,4.0,1,1,0,0.25
2022,21,2022-11-26,13:00,2022-11-26T10:00:00+00:00,group_stage,group,D,2,Tunisia,Australia,TUN,AUS,N,N,CAF,AFC,Africa,Oceania,N,N,0,1,0-1,away,N,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,3.88,1,1,0,3.62,1,0,-3,0.26
2022,15,2022-11-26,16:00,2022-11-26T13:00:00+00:00,group_stage,group,C,2,Poland,Saudi Arabia,POL,KSA,N,N,UEFA,AFC,Europe,Asia,N,N,2,0,2-0,home,N,N,N,,,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,3.88,1,1,0,4.12,1,3,1,-0.24
2022,22,2022-11-26,19:00,2022-11-26T16:00:00+00:00,group_stage,group,D,2,France,Denmark,FRA,DEN,N,N,UEFA,UEFA,Europe,Europe,Y,Y,2,1,2-1,home,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,3.88,1,3,3,4.12,1,1,0,-0.24
2022,16,2022-11-26,22:00,2022-11-26T19:00:00+00:00,group_stage,group,C,2,Argentina,Mexico,ARG,MEX,N,N,CONMEBOL,CONCACAF,South America,North America,N,N,2,0,2-0,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.38,1,0,-1,4.12,1,1,0,0.26
2022,27,2022-11-27,13:00,2022-11-27T10:00:00+00:00,group_stage,group,E,2,Japan,Costa Rica,JPN,CRC,N,N,AFC,CONCACAF,Asia,North America,N,N,0,1,0-1,away,N,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,3.88,1,3,1,3.75,1,0,-7,0.13
2022,33,2022-11-27,16:00,2022-11-27T13:00:00+00:00,group_stage,group,F,2,Belgium,Morocco,BEL,MAR,N,N,UEFA,CAF,Europe,Africa,N,N,0,2,0-2,away,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,3.75,1,3,1,4.12,1,1,0,-0.37
2022,34,2022-11-27,19:00,2022-11-27T16:00:00+00:00,group_stage,group,F,2,Croatia,Canada,CRO,CAN,N,N,UEFA,CONCACAF,Europe,North America,N,N,4,1,4-1,home,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,4.25,1,1,0,3.88,1,0,-1,0.37
2022,28,2022-11-27,22:00,2022-11-27T19:00:00+00:00,group_stage,group,E,2,Spain,Germany,ESP,GER,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,1,1-1,draw,Y,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,4.12,1,3,7,4.25,1,0,-1,-0.13
2022,39,2022-11-28,13:00,2022-11-28T10:00:00+00:00,group_stage,group,G,2,Cameroon,Serbia,CMR,SRB,N,N,CAF,UEFA,Africa,Europe,N,N,3,3,3-3,draw,Y,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,4.0,1,0,-1,3.62,1,0,-2,0.38
2022,45,2022-11-28,16:00,2022-11-28T13:00:00+00:00,group_stage,group,H,2,South Korea,Ghana,KOR,GHA,N,N,AFC,CAF,Asia,Africa,N,N,2,3,2-3,away,N,N,N,,,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,4.0,1,1,0,3.88,1,0,-1,0.12
2022,40,2022-11-28,19:00,2022-11-28T16:00:00+00:00,group_stage,group,G,2,Brazil,Switzerland,BRA,SUI,N,N,CONMEBOL,UEFA,South America,Europe,N,N,1,0,1-0,home,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,3.88,1,3,2,4.25,1,3,1,-0.37
2022,46,2022-11-28,22:00,2022-11-28T19:00:00+00:00,group_stage,group,H,2,Portugal,Uruguay,POR,URU,N,N,UEFA,CONMEBOL,Europe,South America,N,N,2,0,2-0,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.12,1,3,1,4.25,1,1,0,-0.13
2022,5,2022-11-29,18:00,2022-11-29T15:00:00+00:00,group_stage,group,A,3,Ecuador,Senegal,ECU,SEN,N,N,CONMEBOL,CAF,South America,Africa,N,N,1,2,1-2,away,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,3.96,2,4,2,4.08,2,3,0,-0.12
2022,6,2022-11-29,18:00,2022-11-29T15:00:00+00:00,group_stage,group,A,3,Netherlands,Qatar,NED,QAT,N,Y,UEFA,AFC,Europe,Asia,N,N,2,0,2-0,home,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,3.96,2,4,2,4.08,2,0,-4,-0.12
2022,11,2022-11-29,22:00,2022-11-29T19:00:00+00:00,group_stage,group,B,3,Wales,England,WAL,ENG,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,3,0-3,away,N,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,4.38,2,1,-2,4.0,2,4,4,0.38
2022,12,2022-11-29,22:00,2022-11-29T19:00:00+00:00,group_stage,group,B,3,Iran,USA,IRN,USA,N,N,AFC,CONCACAF,Asia,North America,N,N,0,1,0-1,away,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,4.38,2,3,-2,4.0,2,2,0,0.38
2022,23,2022-11-30,18:00,2022-11-30T15:00:00+00:00,group_stage,group,D,3,Australia,Denmark,AUS,DEN,N,N,AFC,UEFA,Oceania,Europe,N,N,1,0,1-0,home,N,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,4.21,2,3,-2,3.96,2,1,-1,0.25
2022,24,2022-11-30,18:00,2022-11-30T15:00:00+00:00,group_stage,group,D,3,Tunisia,France,TUN,FRA,N,N,CAF,UEFA,Africa,Europe,N,N,1,0,1-0,home,N,N,N,,,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,4.21,2,1,-1,3.96,2,6,4,0.25
2022,17,2022-11-30,22:00,2022-11-30T19:00:00+00:00,group_stage,group,C,3,Poland,Argentina,POL,ARG,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,2,0-2,away,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,4.25,2,4,2,4.0,2,3,1,0.25
2022,18,2022-11-30,22:00,2022-11-30T19:00:00+00:00,group_stage,group,C,3,Saudi Arabia,Mexico,KSA,MEX,N,N,AFC,CONCACAF,Asia,North America,N,N,1,2,1-2,away,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.25,2,3,-1,4.0,2,1,-2,0.25
2022,35,2022-12-01,18:00,2022-12-01T15:00:00+00:00,group_stage,group,F,3,Croatia,Belgium,CRO,BEL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,0,0,0-0,draw,Y,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,3.96,2,4,3,4.08,2,3,-1,-0.12
2022,36,2022-12-01,18:00,2022-12-01T15:00:00+00:00,group_stage,group,F,3,Canada,Morocco,CAN,MAR,N,N,CONCACAF,CAF,North America,Africa,N,N,1,2,1-2,away,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,3.96,2,0,-4,4.08,2,4,2,-0.12
2022,29,2022-12-01,22:00,2022-12-01T19:00:00+00:00,group_stage,group,E,3,Japan,Spain,JPN,ESP,N,N,AFC,UEFA,Asia,Europe,N,N,2,1,2-1,home,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,4.38,2,3,0,4.0,2,4,7,0.38
2022,30,2022-12-01,22:00,2022-12-01T19:00:00+00:00,group_stage,group,E,3,Costa Rica,Germany,CRC,GER,N,N,CONCACAF,UEFA,North America,Europe,N,N,2,4,2-4,away,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,4.38,2,3,-6,4.0,2,1,-1,0.38
2022,47,2022-12-02,18:00,2022-12-02T15:00:00+00:00,group_stage,group,H,3,Ghana,Uruguay,GHA,URU,N,N,CAF,CONMEBOL,Africa,South America,N,N,0,2,0-2,away,N,N,N,,,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,4.08,2,3,0,3.83,2,1,-2,0.25
2022,48,2022-12-02,18:00,2022-12-02T15:00:00+00:00,group_stage,group,H,3,South Korea,Portugal,KOR,POR,N,N,AFC,UEFA,Asia,Europe,N,N,2,1,2-1,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.08,2,1,-1,3.83,2,6,3,0.25
2022,41,2022-12-02,22:00,2022-12-02T19:00:00+00:00,group_stage,group,G,3,Serbia,Switzerland,SRB,SUI,N,N,UEFA,UEFA,Europe,Europe,Y,Y,2,3,2-3,away,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,4.38,2,1,-2,4.12,2,3,0,0.26
2022,42,2022-12-02,22:00,2022-12-02T19:00:00+00:00,group_stage,group,G,3,Cameroon,Brazil,CMR,BRA,N,N,CAF,CONMEBOL,Africa,South America,N,N,1,0,1-0,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.38,2,1,-1,4.12,2,6,3,0.26
2022,49,2022-12-03,18:00,2022-12-03T15:00:00+00:00,round_of_16,knockout,,,Netherlands,USA,NED,USA,N,N,UEFA,CONCACAF,Europe,North America,N,N,3,1,3-1,home,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,4.0,3,,,3.83,3,,,0.17
2022,50,2022-12-03,22:00,2022-12-03T19:00:00+00:00,round_of_16,knockout,,,Argentina,Australia,ARG,AUS,N,N,CONMEBOL,AFC,South America,Oceania,N,N,2,1,2-1,home,N,N,N,,,"Ahmad bin Ali Stadium, Al Rayyan",openfootball/worldcup.json,3.0,3,,,3.17,3,,,-0.17
2022,51,2022-12-04,18:00,2022-12-04T15:00:00+00:00,round_of_16,knockout,,,France,Poland,FRA,POL,N,N,UEFA,UEFA,Europe,Europe,Y,Y,3,1,3-1,home,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,4.0,3,,,3.83,3,,,0.17
2022,52,2022-12-04,22:00,2022-12-04T19:00:00+00:00,round_of_16,knockout,,,England,Senegal,ENG,SEN,N,N,UEFA,CAF,Europe,Africa,N,N,3,0,3-0,home,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,5.0,3,,,5.17,3,,,-0.17
2022,53,2022-12-05,18:00,2022-12-05T15:00:00+00:00,round_of_16,knockout,,,Japan,Croatia,JPN,CRO,N,N,AFC,UEFA,Asia,Europe,N,N,1,1,1-1,draw,Y,Y,Y,1-1,1-3,"Al Janoub Stadium, Al Wakrah",openfootball/worldcup.json,3.83,3,,,4.0,3,,,-0.17
2022,54,2022-12-05,22:00,2022-12-05T19:00:00+00:00,round_of_16,knockout,,,Brazil,South Korea,BRA,KOR,N,N,CONMEBOL,AFC,South America,Asia,N,N,4,1,4-1,home,N,N,N,,,"Stadium 974, Doha",openfootball/worldcup.json,3.0,3,,,3.17,3,,,-0.17
2022,55,2022-12-06,18:00,2022-12-06T15:00:00+00:00,round_of_16,knockout,,,Morocco,Spain,MAR,ESP,N,N,CAF,UEFA,Africa,Europe,N,N,0,0,0-0,draw,Y,Y,Y,0-0,3-0,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,5.0,3,,,4.83,3,,,0.17
2022,56,2022-12-06,22:00,2022-12-06T19:00:00+00:00,round_of_16,knockout,,,Portugal,Switzerland,POR,SUI,N,N,UEFA,UEFA,Europe,Europe,Y,Y,6,1,6-1,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.17,3,,,4.0,3,,,0.17
2022,57,2022-12-09,18:00,2022-12-09T15:00:00+00:00,quarter_final,knockout,,,Croatia,Brazil,CRO,BRA,N,N,UEFA,CONMEBOL,Europe,South America,N,N,0,0,0-0,draw,Y,Y,Y,1-1,4-2,"Education City Stadium, Al Rayyan",openfootball/worldcup.json,4.0,4,,,3.83,4,,,0.17
2022,58,2022-12-09,22:00,2022-12-09T19:00:00+00:00,quarter_final,knockout,,,Netherlands,Argentina,NED,ARG,N,N,UEFA,CONMEBOL,Europe,South America,N,N,2,2,2-2,draw,Y,Y,Y,2-2,3-4,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,6.17,4,,,6.0,4,,,0.17
2022,59,2022-12-10,18:00,2022-12-10T15:00:00+00:00,quarter_final,knockout,,,Morocco,Portugal,MAR,POR,N,N,CAF,UEFA,Africa,Europe,N,N,1,0,1-0,home,N,N,N,,,"Al Thumama Stadium, Doha",openfootball/worldcup.json,4.0,4,,,3.83,4,,,0.17
2022,60,2022-12-10,22:00,2022-12-10T19:00:00+00:00,quarter_final,knockout,,,England,France,ENG,FRA,N,N,UEFA,UEFA,Europe,Europe,Y,Y,1,2,1-2,away,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,6.0,4,,,6.17,4,,,-0.17
2022,61,2022-12-13,22:00,2022-12-13T19:00:00+00:00,semi_final,knockout,,,Argentina,Croatia,ARG,CRO,N,N,CONMEBOL,UEFA,South America,Europe,N,N,3,0,3-0,home,N,N,N,,,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.0,5,,,4.17,5,,,-0.17
2022,62,2022-12-14,22:00,2022-12-14T19:00:00+00:00,semi_final,knockout,,,France,Morocco,FRA,MAR,N,N,UEFA,CAF,Europe,Africa,N,N,2,0,2-0,home,N,N,N,,,"Al Bayt Stadium, Al Khor",openfootball/worldcup.json,4.0,5,,,4.17,5,,,-0.17
2022,63,2022-12-17,18:00,2022-12-17T15:00:00+00:00,third_place,knockout,,,Croatia,Morocco,CRO,MAR,N,N,UEFA,CAF,Europe,Africa,N,N,2,1,2-1,home,N,N,N,,,"Khalifa International Stadium, Al Rayyan",openfootball/worldcup.json,3.83,6,,,2.83,6,,,1.0
2022,64,2022-12-18,18:00,2022-12-18T15:00:00+00:00,final,knockout,,,Argentina,France,ARG,FRA,N,N,CONMEBOL,UEFA,South America,Europe,N,N,2,2,2-2,draw,Y,Y,Y,3-3,4-2,"Lusail Iconic Stadium, Lusail",openfootball/worldcup.json,4.83,6,,,3.83,6,,,1.0
