event_id,title,home_team,away_team,event_slug,kickoff_utc,kickoff_beijing,target_pre1h_utc,raw_endDate,raw_startDate,home_price,draw_price,away_price,home_no_price,draw_no_price,away_no_price,home_price_method,draw_price_method,away_price_method,home_price_quality,draw_price_quality,away_price_quality,home_trade_count,draw_trade_count,away_trade_count,home_trade_volume,draw_trade_volume,away_trade_volume,home_price_age_seconds,draw_price_age_seconds,away_price_age_seconds,home_price_point_utc,draw_price_point_utc,away_price_point_utc,home_window_start_utc,draw_window_start_utc,away_window_start_utc,home_no_quality,draw_no_quality,away_no_quality,home_no_trade_count,draw_no_trade_count,away_no_trade_count,home_no_price_age,draw_no_price_age,away_no_price_age,home_odds,draw_odds,away_odds,home_prob_norm,draw_prob_norm,away_prob_norm,final_score,result_regular,match_ended,settled
351780,New Zealand vs. Belgium,New Zealand,Belgium,fifwc-nzl-bel-2026-06-26,2026-06-27T03:00:00+00:00,2026-06-27 11:00,2026-06-27T02:00:00+00:00,2026-06-27T03:00:00Z,2026-04-06T22:44:47.677608Z,0.07196059,0.11875338,0.81772676,0.93000771,0.88999995,0.19,data_api_vwap_10m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,medium,high,high,9,9,14,7268.212854,324.15999,8309.555811,20,7,34,2026-06-27T01:59:40+00:00,2026-06-27T01:59:53+00:00,2026-06-27T01:59:26+00:00,2026-06-27T01:50:00+00:00,2026-06-27T01:57:00+00:00,2026-06-27T01:57:00+00:00,high,fair,high,4,4,3,10,563,50,13.8965,8.4208,1.2229,0.0714,0.1178,0.8109,1-5,away,Y,Y
351781,Panama vs. England,Panama,England,fifwc-pan-eng-2026-06-27,2026-06-27T21:00:00+00:00,2026-06-28 05:00,2026-06-27T20:00:00+00:00,2026-06-27T21:00:00Z,2026-04-06T22:43:00.679495Z,0.05,0.10990366,0.8599866,0.96,0.9,0.14232003,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,7,6,12,3176.2,348.814539,8713.319503,29,20,17,2026-06-27T19:59:31+00:00,2026-06-27T19:59:40+00:00,2026-06-27T19:59:43+00:00,2026-06-27T19:57:00+00:00,2026-06-27T19:57:00+00:00,2026-06-27T19:57:00+00:00,fair,medium,high,20,4,6,304,325,58,20.0,9.0989,1.1628,0.049,0.1078,0.8432,0-2,away,Y,Y
351782,Croatia vs. Ghana,Croatia,Ghana,fifwc-hrv-gha-2026-06-27,2026-06-27T21:00:00+00:00,2026-06-28 05:00,2026-06-27T20:00:00+00:00,2026-06-27T21:00:00Z,2026-04-06T22:37:43.4517Z,0.54956913,0.30025563,0.16996211,0.45999222,0.70016872,0.84,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,27,13,26,985.459967,3135.761276,7928.467625,10,35,11,2026-06-27T19:59:50+00:00,2026-06-27T19:59:25+00:00,2026-06-27T19:59:49+00:00,2026-06-27T19:57:00+00:00,2026-06-27T19:57:00+00:00,2026-06-27T19:57:00+00:00,high,high,medium,41,25,9,8,16,83,1.8196,3.3305,5.8837,0.5389,0.2944,0.1667,2-1,home,Y,Y
351783,Colombia vs. Portugal,Colombia,Portugal,fifwc-col-prt-2026-06-27,2026-06-27T23:30:00+00:00,2026-06-28 07:30,2026-06-27T22:30:00+00:00,2026-06-27T23:30:00Z,2026-04-06T22:32:50.584744Z,0.25994218,0.23997039,0.51914186,0.74988267,0.77,0.48039681,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,5,4,39,332.112302,2131.309997,6936.202265,46,5,13,2026-06-27T22:29:14+00:00,2026-06-27T22:29:55+00:00,2026-06-27T22:29:47+00:00,2026-06-27T22:27:00+00:00,2026-06-27T22:27:00+00:00,2026-06-27T22:27:00+00:00,high,medium,high,3,6,6,70,74,8,3.847,4.1672,1.9263,0.2551,0.2355,0.5094,0-0,draw,Y,Y
351784,DR Congo vs. Uzbekistan,DR Congo,Uzbekistan,fifwc-cdr-uzb-2026-06-27,2026-06-27T23:30:00+00:00,2026-06-28 07:30,2026-06-27T22:30:00+00:00,2026-06-27T23:30:00Z,2026-04-06T22:38:28.777324Z,0.58982782,0.24855331,0.18,0.42025758,0.75977958,0.83,data_api_vwap_3m_pre_anchor,data_api_vwap_1h_pre_anchor,data_api_vwap_3m_pre_anchor,high,fair,high,15,24,3,1501.96693,675.06,673.111106,16,109,65,2026-06-27T22:29:44+00:00,2026-06-27T22:28:11+00:00,2026-06-27T22:28:55+00:00,2026-06-27T22:27:00+00:00,2026-06-27T21:30:00+00:00,2026-06-27T22:27:00+00:00,medium,fair,medium,13,6,15,146,388,88,1.6954,4.0233,5.5556,0.5792,0.2441,0.1768,3-1,home,Y,Y
351785,Jordan vs. Argentina,Jordan,Argentina,fifwc-jor-arg-2026-06-27,2026-06-28T02:00:00+00:00,2026-06-28 10:00,2026-06-28T01:00:00+00:00,2026-06-28T02:00:00Z,2026-04-06T22:32:06.478486Z,0.04352342,0.09989003,0.86915375,0.957,0.90597071,0.14,data_api_vwap_10m_pre_anchor,data_api_vwap_1h_pre_anchor,data_api_vwap_3m_pre_anchor,medium,fair,high,4,42,7,2425.028177,8648.0,536.718829,65,542,56,2026-06-28T00:58:55+00:00,2026-06-28T00:50:58+00:00,2026-06-28T00:59:04+00:00,2026-06-28T00:50:00+00:00,2026-06-28T00:00:00+00:00,2026-06-28T00:57:00+00:00,medium,fair,medium,3,7,16,76,2266,16,22.9761,10.011,1.1505,0.043,0.0987,0.8584,1-3,away,Y,Y
351786,Algeria vs. Austria,Algeria,Austria,fifwc-alg-aut-2026-06-27,2026-06-28T02:00:00+00:00,2026-06-28 10:00,2026-06-28T01:00:00+00:00,2026-06-28T02:00:00Z,2026-04-06T22:49:24.652659Z,0.27999999,0.46942761,0.27,0.73,0.54,0.74,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,3,5,5,81.428568,371.600421,2011.323328,77,59,32,2026-06-28T00:58:43+00:00,2026-06-28T00:59:01+00:00,2026-06-28T00:59:28+00:00,2026-06-28T00:57:00+00:00,2026-06-28T00:57:00+00:00,2026-06-28T00:57:00+00:00,medium,medium,medium,4,6,4,401,127,49,3.5714,2.1303,3.7037,0.2747,0.4605,0.2649,3-3,draw,Y,Y
632707,South Africa vs. Canada,South Africa,Canada,fifwc-rsa-can-2026-06-28,2026-06-28T19:00:00+00:00,2026-06-29 03:00,2026-06-28T18:00:00+00:00,2026-06-28T19:00:00Z,2026-06-25T10:03:21.790669Z,0.17995476,0.28998332,0.52991526,0.83,0.71999998,0.48,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,33,16,74,4456.541073,5371.270323,57189.117627,14,4,4,2026-06-28T17:59:46+00:00,2026-06-28T17:59:56+00:00,2026-06-28T17:59:56+00:00,2026-06-28T17:57:00+00:00,2026-06-28T17:57:00+00:00,2026-06-28T17:57:00+00:00,high,medium,high,4,3,5,16,482,5,5.557,3.4485,1.8871,0.18,0.29,0.53,0-1,away,Y,Y
636318,Brazil vs. Japan,Brazil,Japan,fifwc-bra-jpn-2026-06-29,2026-06-29T17:00:00+00:00,2026-06-30 01:00,2026-06-29T16:00:00+00:00,2026-06-29T17:00:00Z,2026-06-26T10:48:31.329754Z,0.55997586,0.26998238,0.18843708,0.44999999,0.73999998,0.82,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,88,20,41,28639.067749,2179.432568,4777.406792,1,5,7,2026-06-29T15:59:59+00:00,2026-06-29T15:59:55+00:00,2026-06-29T15:59:53+00:00,2026-06-29T15:57:00+00:00,2026-06-29T15:57:00+00:00,2026-06-29T15:57:00+00:00,high,medium,high,34,4,3,11,154,1,1.7858,3.7039,5.3068,0.5499,0.2651,0.185,2-1,home,Y,Y
636324,Netherlands vs. Morocco,Netherlands,Morocco,fifwc-nld-mar-2026-06-29,2026-06-30T01:00:00+00:00,2026-06-30 09:00,2026-06-30T00:00:00+00:00,2026-06-30T01:00:00Z,2026-06-26T10:48:45.839223Z,0.40996842,0.31963608,0.28885799,0.6,0.68999999,0.72,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,60,22,29,7537.995036,4379.245,2790.971344,7,1,8,2026-06-29T23:59:53+00:00,2026-06-29T23:59:59+00:00,2026-06-29T23:59:52+00:00,2026-06-29T23:57:00+00:00,2026-06-29T23:57:00+00:00,2026-06-29T23:57:00+00:00,high,medium,medium,10,4,6,34,79,34,2.4392,3.1286,3.4619,0.4025,0.3138,0.2836,1-1,draw,Y,Y
636329,United States vs. Bosnia and Herzegovina,United States,Bosnia and Herzegovina,fifwc-usa-bih-2026-07-01,2026-07-02T00:00:00+00:00,2026-07-02 08:00,2026-07-01T23:00:00+00:00,2026-07-02T00:00:00Z,2026-06-26T10:48:41.919653Z,0.71900272,0.18999999,0.1,0.28999881,0.82,0.91,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,97,15,33,79535.043708,1355.736818,2612.64,1,7,11,2026-07-01T22:59:59+00:00,2026-07-01T22:59:53+00:00,2026-07-01T22:59:49+00:00,2026-07-01T22:57:00+00:00,2026-07-01T22:57:00+00:00,2026-07-01T22:57:00+00:00,high,fair,high,9,13,3,11,422,58,1.3908,5.2632,10.0,0.7126,0.1883,0.0991,2-0,home,Y,Y
640346,Germany vs. Paraguay,Germany,Paraguay,fifwc-ger-par-2026-06-29,2026-06-29T20:30:00+00:00,2026-06-30 04:30,2026-06-29T19:30:00+00:00,2026-06-29T20:30:00Z,2026-06-27T10:03:49.43461Z,0.73999695,0.18993421,0.08316304,0.26999214,0.82,0.92097388,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,185,21,35,26220.013423,966.833656,40296.624993,1,1,2,2026-06-29T19:29:59+00:00,2026-06-29T19:29:59+00:00,2026-06-29T19:29:58+00:00,2026-06-29T19:27:00+00:00,2026-06-29T19:27:00+00:00,2026-06-29T19:27:00+00:00,high,high,high,11,21,6,4,37,1,1.3514,5.265,12.0246,0.7304,0.1875,0.0821,1-1,draw,Y,Y
640353,Côte d'Ivoire vs. Norway,Côte d'Ivoire,Norway,fifwc-civ-nor-2026-06-30,2026-06-30T17:00:00+00:00,2026-07-01 01:00,2026-06-30T16:00:00+00:00,2026-06-30T17:00:00Z,2026-06-27T10:03:32.527295Z,0.26007336,0.28999999,0.44891955,0.74140532,0.71997811,0.55971864,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,32,22,72,289358.7225,1504.379276,12103.345484,10,31,2,2026-06-30T15:59:50+00:00,2026-06-30T15:59:29+00:00,2026-06-30T15:59:58+00:00,2026-06-30T15:57:00+00:00,2026-06-30T15:57:00+00:00,2026-06-30T15:57:00+00:00,high,fair,high,16,13,13,13,262,23,3.8451,3.4483,2.2276,0.2603,0.2903,0.4494,1-2,away,Y,Y
640358,France vs. Sweden,France,Sweden,fifwc-fra-swe-2026-06-30,2026-06-30T21:00:00+00:00,2026-07-01 05:00,2026-06-30T20:00:00+00:00,2026-06-30T21:00:00Z,2026-06-27T10:03:16.120848Z,0.7799716,0.15964627,0.07699289,0.22983842,0.85,0.92999999,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,72,9,8,23096.972919,530.0625,914.5,1,5,23,2026-06-30T19:59:59+00:00,2026-06-30T19:59:55+00:00,2026-06-30T19:59:37+00:00,2026-06-30T19:57:00+00:00,2026-06-30T19:57:00+00:00,2026-06-30T19:57:00+00:00,high,high,high,6,3,4,11,80,47,1.2821,6.2638,12.9882,0.7672,0.157,0.0757,3-0,home,Y,Y
640362,Australia vs. Egypt,Australia,Egypt,fifwc-aus-egy-2026-07-03,2026-07-03T18:00:00+00:00,2026-07-04 02:00,2026-07-03T17:00:00+00:00,2026-07-03T18:00:00Z,2026-06-27T10:06:19.23105Z,0.26999999,0.33999999,0.40999712,0.74,0.66995853,0.6,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,12,12,59,906.851836,551.382337,17363.408695,14,7,2,2026-07-03T16:59:46+00:00,2026-07-03T16:59:53+00:00,2026-07-03T16:59:58+00:00,2026-07-03T16:57:00+00:00,2026-07-03T16:57:00+00:00,2026-07-03T16:57:00+00:00,medium,medium,high,7,7,4,49,389,7,3.7037,2.9412,2.439,0.2647,0.3333,0.402,1-1,draw,Y,Y
640364,Argentina vs. Cabo Verde,Argentina,Cabo Verde,fifwc-arg-cvi-2026-07-03,2026-07-03T22:00:00+00:00,2026-07-04 06:00,2026-07-03T21:00:00+00:00,2026-07-03T22:00:00Z,2026-06-27T10:11:30.488684Z,0.85999946,0.10998475,0.03483241,0.14121038,0.89989873,0.96600028,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,77,28,51,460779.799926,5465.011786,15470.669932,1,1,4,2026-07-03T20:59:59+00:00,2026-07-03T20:59:59+00:00,2026-07-03T20:59:56+00:00,2026-07-03T20:57:00+00:00,2026-07-03T20:57:00+00:00,2026-07-03T20:57:00+00:00,high,fair,high,3,6,34,80,107,17,1.1628,9.0922,28.7089,0.8559,0.1095,0.0347,3-2,draw,Y,Y
643861,Mexico vs. Ecuador,Mexico,Ecuador,fifwc-mex-ecu-2026-06-30,2026-07-01T01:00:00+00:00,2026-07-01 09:00,2026-07-01T00:00:00+00:00,2026-07-01T01:00:00Z,2026-06-28T10:04:33.989128Z,0.43999072,0.33999999,0.23007663,0.57,0.66965323,0.77427587,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,114,17,53,24277.664467,1091.73527,147122.96749,2,1,5,2026-06-30T23:59:58+00:00,2026-06-30T23:59:59+00:00,2026-06-30T23:59:55+00:00,2026-06-30T23:57:00+00:00,2026-06-30T23:57:00+00:00,2026-06-30T23:57:00+00:00,high,fair,high,9,26,7,19,947,4,2.2728,2.9412,4.3464,0.4356,0.3366,0.2278,2-0,home,Y,Y
643867,England vs. DR Congo,England,DR Congo,fifwc-eng-cdr-2026-07-01,2026-07-01T16:00:00+00:00,2026-07-02 00:00,2026-07-01T15:00:00+00:00,2026-07-01T16:00:00Z,2026-06-28T10:03:41.45954Z,0.7672505,0.18794453,0.06,0.23912376,0.82,0.95,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,52,8,12,4534.891582,281.640518,2431.20665,1,1,13,2026-07-01T14:59:59+00:00,2026-07-01T14:59:59+00:00,2026-07-01T14:59:47+00:00,2026-07-01T14:57:00+00:00,2026-07-01T14:57:00+00:00,2026-07-01T14:57:00+00:00,high,medium,high,5,9,10,49,82,149,1.3034,5.3207,16.6667,0.7558,0.1851,0.0591,2-1,home,Y,Y
643872,Belgium vs. Senegal,Belgium,Senegal,fifwc-bel-sen-2026-07-01,2026-07-01T20:00:00+00:00,2026-07-02 04:00,2026-07-01T19:00:00+00:00,2026-07-01T20:00:00Z,2026-06-28T10:11:57.353361Z,0.45763005,0.3,0.25961104,0.54999999,0.70945055,0.75,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,39,14,46,4586.384733,1657.133317,15173.531482,2,46,8,2026-07-01T18:59:58+00:00,2026-07-01T18:59:14+00:00,2026-07-01T18:59:52+00:00,2026-07-01T18:57:00+00:00,2026-07-01T18:57:00+00:00,2026-07-01T18:57:00+00:00,high,fair,high,6,71,7,28,646,40,2.1852,3.3333,3.8519,0.4499,0.2949,0.2552,3-2,draw,Y,Y
643876,Spain vs. Austria,Spain,Austria,fifwc-esp-aut-2026-07-02,2026-07-02T19:00:00+00:00,2026-07-03 03:00,2026-07-02T18:00:00+00:00,2026-07-02T19:00:00Z,2026-06-28T10:15:06.877891Z,0.75745823,0.16751632,0.07244345,0.24321824,0.832677,0.92864249,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,57,23,11,7902.072554,10921.774394,13052.08378,4,4,29,2026-07-02T17:59:56+00:00,2026-07-02T17:59:56+00:00,2026-07-02T17:59:31+00:00,2026-07-02T17:57:00+00:00,2026-07-02T17:57:00+00:00,2026-07-02T17:57:00+00:00,high,fair,medium,36,9,3,29,20,25,1.3202,5.9696,13.8039,0.7594,0.1679,0.0726,3-0,home,Y,Y
643880,Portugal vs. Croatia,Portugal,Croatia,fifwc-prt-hrv-2026-07-02,2026-07-02T23:00:00+00:00,2026-07-03 07:00,2026-07-02T22:00:00+00:00,2026-07-02T23:00:00Z,2026-06-28T10:11:05.994573Z,0.57749504,0.26455348,0.16499294,0.42343927,0.73749998,0.8375,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,81,14,19,29011.360186,426.58621,2083.57695,1,10,10,2026-07-02T21:59:59+00:00,2026-07-02T21:59:50+00:00,2026-07-02T21:59:50+00:00,2026-07-02T21:57:00+00:00,2026-07-02T21:57:00+00:00,2026-07-02T21:57:00+00:00,high,medium,medium,9,4,4,1,23,107,1.7316,3.78,6.0609,0.5735,0.2627,0.1638,2-1,home,Y,Y
643884,Switzerland vs. Algeria,Switzerland,Algeria,fifwc-che-alg-2026-07-02,2026-07-03T03:00:00+00:00,2026-07-03 11:00,2026-07-03T02:00:00+00:00,2026-07-03T03:00:00Z,2026-06-28T10:03:59.38304Z,0.48988038,0.305,0.2125,0.5125,0.69718538,0.79,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,98,15,13,13823.567234,4896.11244,8331.341158,2,13,8,2026-07-03T01:59:58+00:00,2026-07-03T01:59:47+00:00,2026-07-03T01:59:52+00:00,2026-07-03T01:57:00+00:00,2026-07-03T01:57:00+00:00,2026-07-03T01:57:00+00:00,high,medium,high,4,6,4,13,62,130,2.0413,3.2787,4.7059,0.4863,0.3028,0.2109,2-0,home,Y,Y
643888,Colombia vs. Ghana,Colombia,Ghana,fifwc-col-gha-2026-07-03,2026-07-04T01:30:00+00:00,2026-07-04 09:30,2026-07-04T00:30:00+00:00,2026-07-04T01:30:00Z,2026-06-28T10:03:26.142163Z,0.6891741,0.21976941,0.11,0.31968669,0.78985305,0.9,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,20,9,15,2588.950417,1971.072716,3505.909071,2,37,47,2026-07-04T00:29:58+00:00,2026-07-04T00:29:23+00:00,2026-07-04T00:29:13+00:00,2026-07-04T00:27:00+00:00,2026-07-04T00:27:00+00:00,2026-07-04T00:27:00+00:00,high,fair,medium,4,24,11,43,568,59,1.451,4.5502,9.0909,0.6764,0.2157,0.108,1-0,home,Y,Y
650867,Canada vs. Morocco,Canada,Morocco,fifwc-can-mar-2026-07-04,2026-07-04T17:00:00+00:00,2026-07-05 01:00,2026-07-04T16:00:00+00:00,2026-07-04T17:00:00Z,2026-06-30T10:03:46.600404Z,0.18,0.29,0.54999508,0.83,0.72,0.45997286,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,14,18,75,2828.70665,4052.425838,53791.978984,23,1,1,2026-07-04T15:59:37+00:00,2026-07-04T15:59:59+00:00,2026-07-04T15:59:59+00:00,2026-07-04T15:57:00+00:00,2026-07-04T15:57:00+00:00,2026-07-04T15:57:00+00:00,high,high,high,14,3,4,32,83,26,5.5556,3.4483,1.8182,0.1765,0.2843,0.5392,0-3,away,Y,Y
654603,Paraguay vs. France,Paraguay,France,fifwc-par-fra-2026-07-04,2026-07-04T21:00:00+00:00,2026-07-05 05:00,2026-07-04T20:00:00+00:00,2026-07-04T21:00:00Z,2026-07-01T10:03:23.53868Z,0.04994076,0.1399332,0.82949569,0.96,0.87,0.17789564,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,17,15,63,10127.6,2302.52284,7148.026357,17,20,1,2026-07-04T19:59:43+00:00,2026-07-04T19:59:40+00:00,2026-07-04T19:59:59+00:00,2026-07-04T19:57:00+00:00,2026-07-04T19:57:00+00:00,2026-07-04T19:57:00+00:00,medium,high,high,9,16,3,94,2,44,20.0237,7.1463,1.2056,0.049,0.1373,0.8137,0-1,away,Y,Y
654615,Brazil vs. Norway,Brazil,Norway,fifwc-bra-nor-2026-07-05,2026-07-05T20:00:00+00:00,2026-07-06 04:00,2026-07-05T19:00:00+00:00,2026-07-05T20:00:00Z,2026-07-01T10:03:40.226987Z,0.54981432,0.26999999,0.19999137,0.46,0.74,0.8099718,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,58,7,28,9409.373594,295.185174,23171.95,1,49,11,2026-07-05T18:59:59+00:00,2026-07-05T18:59:11+00:00,2026-07-05T18:59:49+00:00,2026-07-05T18:57:00+00:00,2026-07-05T18:57:00+00:00,2026-07-05T18:57:00+00:00,high,medium,medium,8,3,10,32,239,181,1.8188,3.7037,5.0002,0.5391,0.2648,0.1961,1-2,away,Y,Y
658244,Mexico vs. England,Mexico,England,fifwc-mex-eng-2026-07-05,2026-07-06T00:00:00+00:00,2026-07-06 08:00,2026-07-05T23:00:00+00:00,2026-07-06T00:00:00Z,2026-07-02T10:03:13.026322Z,0.31944928,0.31949749,0.37964877,0.68851307,0.68999999,0.63,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,73,21,66,14744.3125,7077.21875,10994.819376,2,5,1,2026-07-05T22:59:58+00:00,2026-07-05T22:59:55+00:00,2026-07-05T22:59:59+00:00,2026-07-05T22:57:00+00:00,2026-07-05T22:57:00+00:00,2026-07-05T22:57:00+00:00,high,high,high,19,8,6,41,104,79,3.1304,3.1299,2.634,0.3136,0.3137,0.3727,2-3,away,Y,Y
658252,United States vs. Belgium,United States,Belgium,fifwc-usa-bel-2026-07-06,2026-07-07T00:00:00+00:00,2026-07-07 08:00,2026-07-06T23:00:00+00:00,2026-07-07T00:00:00Z,2026-07-02T10:07:24.40295Z,0.36991852,0.29,0.34998657,0.64,0.72,0.65256683,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,75,4,18,33785.749146,451.586204,4252.967119,1,34,2,2026-07-06T22:59:59+00:00,2026-07-06T22:59:26+00:00,2026-07-06T22:59:58+00:00,2026-07-06T22:57:00+00:00,2026-07-06T22:57:00+00:00,2026-07-06T22:57:00+00:00,high,high,high,3,3,17,46,22,11,2.7033,3.4483,2.8573,0.3663,0.2872,0.3466,1-4,away,Y,Y
662059,Portugal vs. Spain,Portugal,Spain,fifwc-prt-esp-2026-07-06,2026-07-06T19:00:00+00:00,2026-07-07 03:00,2026-07-06T18:00:00+00:00,2026-07-06T19:00:00Z,2026-07-03T10:06:11.669351Z,0.23999491,0.27999999,0.50995205,0.77,0.73,0.49998611,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,40,18,45,17068.463288,1500.382838,16194.578766,4,1,1,2026-07-06T17:59:56+00:00,2026-07-06T17:59:59+00:00,2026-07-06T17:59:59+00:00,2026-07-06T17:57:00+00:00,2026-07-06T17:57:00+00:00,2026-07-06T17:57:00+00:00,high,high,high,6,4,13,2,58,1,4.1668,3.5714,1.961,0.233,0.2719,0.4951,0-1,away,Y,Y
665652,Argentina vs. Egypt,Argentina,Egypt,fifwc-arg-egy-2026-07-07,2026-07-07T16:00:00+00:00,2026-07-08 00:00,2026-07-07T15:00:00+00:00,2026-07-07T16:00:00Z,2026-07-04T10:06:26.358628Z,0.73643893,0.2,0.07996137,0.27,0.80999999,0.93,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,129,15,29,56369.5484,26383.95,27320.425,1,1,8,2026-07-07T14:59:59+00:00,2026-07-07T14:59:59+00:00,2026-07-07T14:59:52+00:00,2026-07-07T14:57:00+00:00,2026-07-07T14:57:00+00:00,2026-07-07T14:57:00+00:00,high,medium,high,11,5,33,17,145,2,1.3579,5.0,12.506,0.7246,0.1968,0.0787,3-2,home,Y,Y
665660,Switzerland vs. Colombia,Switzerland,Colombia,fifwc-che-col-2026-07-07,2026-07-07T20:00:00+00:00,2026-07-08 04:00,2026-07-07T19:00:00+00:00,2026-07-07T20:00:00Z,2026-07-04T10:03:33.875122Z,0.26998547,0.33,0.41998057,0.73997707,0.6776404,0.59,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,43,21,71,25494.029942,9276.909067,29006.992769,1,20,4,2026-07-07T18:59:59+00:00,2026-07-07T18:59:40+00:00,2026-07-07T18:59:56+00:00,2026-07-07T18:57:00+00:00,2026-07-07T18:57:00+00:00,2026-07-07T18:57:00+00:00,high,high,high,6,15,19,25,26,7,3.7039,3.0303,2.3811,0.2647,0.3235,0.4118,0-0,draw,Y,Y
669233,France vs. Morocco,France,Morocco,fifwc-fra-mar-2026-07-09,2026-07-09T20:00:00+00:00,2026-07-10 04:00,2026-07-09T19:00:00+00:00,2026-07-09T20:00:00Z,2026-07-05T10:04:21.734241Z,0.61247845,0.25243931,0.14213325,0.38999999,0.74755151,0.85989547,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,47,10,31,16897.830755,865.1188,6634.275044,1,5,1,2026-07-09T18:59:59+00:00,2026-07-09T18:59:55+00:00,2026-07-09T18:59:59+00:00,2026-07-09T18:57:00+00:00,2026-07-09T18:57:00+00:00,2026-07-09T18:57:00+00:00,high,fair,medium,5,17,13,53,451,82,1.6327,3.9613,7.0357,0.6082,0.2507,0.1411,2-0,home,Y,Y
672628,Norway vs. England,Norway,England,fifwc-nor-eng-2026-07-11,2026-07-11T21:00:00+00:00,2026-07-12 05:00,2026-07-11T20:00:00+00:00,2026-07-11T21:00:00Z,2026-07-06T10:03:34.767404Z,0.22994705,0.24746604,0.52497874,0.7709716,0.75445947,0.47747186,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,74,13,67,30751.445989,3509.821399,10987.354676,2,4,8,2026-07-11T19:59:58+00:00,2026-07-11T19:59:56+00:00,2026-07-11T19:59:52+00:00,2026-07-11T19:57:00+00:00,2026-07-11T19:57:00+00:00,2026-07-11T19:57:00+00:00,high,medium,high,29,8,9,19,64,2,4.3488,4.041,1.9048,0.2294,0.2469,0.5237,1-2,draw,Y,Y
